init_hand_pos 20 0 0 -30 0 0 0 20 0 0 -30 0 0 0
walk_arm_pose 20 0 0 -30 0 0 0 20 0 0 -30 0 0 0
hand_pose0 20 0 0 -30 0 0 0 -10 -20 30 -90 90 0 -20
hand_pose1 20 0 0 -30 0 0 0 -90 -0 60 -20 35 0 -20
hand_pose2 20 0 0 -30 0 0 0 -60 -15 30 -90 90 0 -0
hand_pose3 20 0 0 -30 0 0 0 -60 -15 -10 -90 90 0 -0
hand_pose4 20 0 0 -30 0 0 0 -60 -70 -30 0 90 0 -0
hand_pose5 -90 0 0 0 0 0 0 -90 0 0 0 0 0 0
hand_pose6 -110 0 0 0 0 0 0 -110 0 0 0 0 0 0
