init_hand_pos 0 20 0 0 -30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
walk_hand_and_arm_pose 0 20 0 0 -30 0 0 0 20 0 0 -30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose0 3000 20 0 0 -30 0 0 0 0 0 -35 -90 -60 0 -30 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose1 9000 -35 -10 -34 -50 0 0 0 -35 0 35 -70 0 0 0 0 0 0 0 0 0 80 70 80 80 80 80
hand_pose2 12000 -35 -10 -34 -50 0 0 0 -35 0 35 -50 0 0 0 0 0 0 0 0 0 80 70 80 80 80 80
hand_pose3 15000 20 0 0 -30 0 0 0 -90 -15 0 -90 90 0 0 0 0 0 0 0 0 60 70 0 90 90 90
hand_pose4 16000 20 0 0 -30 0 0 0 -90 -15 40 -90 90 0 0 0 0 0 0 0 0 90 90 0 90 90 90
hand_pose5 17500 20 0 0 -30 0 0 0 -90 -15 -20 -90 90 0 0 0 0 0 0 0 0 90 90 0 90 90 90
hand_pose6 24500 0 0 -10 -70 0 0 -30 0 0 10 -70 0 0 -30 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose7 28000 -10 20 18 -90 90 0 0 -10 -30 -20 -90 -90 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose8 32000 20 0 0 -30 0 0 0 20 0 0 -30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0





